 * Best model 	20.846270627063	3.3499537953795	
 * Best model 	17.996877887789	2.6977491749175	
 * Best model 	16.768118811881	2.6027656765677	
 * Best model 	15.935056105611	2.2640462046205	
 * Best model 	15.241313531353	2.2558877887789	
 * Best model 	15.228514851485	2.2188382838284	
 * Best model 	14.870726072607	2.0960462046205	
 * Best model 	14.680726072607	2.0672871287129	
 * Best model 	14.208389438944	2.0874125412541	
 * Best model 	14.101221122112	1.8725940594059	
 * Best model 	13.883419141914	1.8859603960396	
 * Best model 	13.741782178218	1.9199273927393	
